purchase_request,Date,month-year,labels,total,currency,status,responsible
TTK-34531525,20/2/2020,2-2020,company_c,34588.8,PLN,Open,buyer_3
TTK-34322122,09/8/2020,8-2020,company_c,22795.92,CHF,Open,buyer_7
TTK-55345625,08/4/2020,4-2020,company_c,32999.73,CHF,Clarification,buyer_5
TTK-45654877,10/8/2020,8-2020,company_c,23909.15,PLN,On hold,buyer_9
TTK-76267849,20/2/2020,2-2020,company_a,65949.1,CHF,Open,buyer_9
TTK-56537455,10/8/2020,8-2020,company_c,9574.91,USD,Closed,buyer_2
TTK-34308443,14/1/2020,1-2020,company_b,81706.17,PLN,Open,buyer_4
TTK-48904285,19/5/2020,5-2020,company_a,46722.23,USD,On hold,buyer_4
TTK-20668275,08/8/2020,8-2020,company_a,59939.75,CHF,Clarification,buyer_6
TTK-78415083,09/8/2020,8-2020,company_a,50151.81,PLN,On hold,buyer_6
TTK-52360133,07/1/2020,1-2020,company_c,47693.15,CHF,Closed,buyer_2
TTK-8453303,03/4/2020,4-2020,company_b,66298.24,CHF,Open,buyer_9
TTK-3799093,10/2/2020,2-2020,company_b,26268.72,EUR,Open,buyer_2
TTK-99920032,03/2/2020,2-2020,company_b,83344.59,PLN,Clarification,buyer_1
TTK-33557946,29/3/2020,3-2020,company_b,16286.84,USD,Open,buyer_4
TTK-7045064,17/5/2020,5-2020,company_b,14998.4,EUR,In Progress,buyer_8
TTK-23885019,20/6/2020,6-2020,company_c,69948.2,CHF,Closed,buyer_2
TTK-17974646,31/7/2020,7-2020,company_a,66375.1,PLN,Clarification,buyer_6
TTK-3918260,04/8/2020,8-2020,company_c,90642.82,CHF,In Progress,buyer_2
TTK-643004,12/4/2020,4-2020,company_b,83956.67,CHF,Closed,buyer_10
TTK-96231442,27/3/2020,3-2020,company_c,95477.24,CHF,On hold,buyer_7
TTK-60081541,01/3/2020,3-2020,company_b,34607.63,USD,Closed,buyer_9
TTK-52715133,22/12/2019,12-2019,company_c,95744.4,USD,On hold,buyer_1
TTK-55553542,16/1/2020,1-2020,company_b,69049.35,CHF,Closed,buyer_6
TTK-12938123,22/3/2020,3-2020,company_a,91151.82,PLN,Open,buyer_4
TTK-47304561,17/3/2020,3-2020,company_a,60462.95,EUR,Clarification,buyer_2
TTK-85076338,10/3/2020,3-2020,company_a,45458.46,CHF,Open,buyer_5
TTK-80945837,06/7/2020,7-2020,company_c,29500.54,USD,In Progress,buyer_8
TTK-53279387,27/12/2019,12-2019,company_c,3319.67,PLN,Clarification,buyer_7
TTK-56867902,28/5/2020,5-2020,company_a,52252.68,EUR,In Progress,buyer_5
TTK-96364280,10/8/2020,8-2020,company_c,41554.71,CHF,On hold,buyer_6
TTK-38312811,16/8/2020,8-2020,company_b,32866.56,PLN,In Progress,buyer_2
TTK-37756711,23/12/2019,12-2019,company_b,53422.55,EUR,Closed,buyer_5
TTK-47162909,17/7/2020,7-2020,company_a,97042.54,CHF,In Progress,buyer_6
TTK-90499007,28/2/2020,2-2020,company_b,48925.9,CHF,Closed,buyer_1
TTK-51357223,20/1/2020,1-2020,company_a,42736.49,CHF,Clarification,buyer_8
TTK-16590685,01/7/2020,7-2020,company_a,66743.54,EUR,Open,buyer_9
TTK-72502460,02/6/2020,6-2020,company_c,22900.64,USD,In Progress,buyer_6
TTK-88364565,20/12/2019,12-2019,company_c,223.54,USD,On hold,buyer_10
TTK-64743586,17/1/2020,1-2020,company_c,34779.75,CHF,Clarification,buyer_9
TTK-5868726,14/5/2020,5-2020,company_a,98607.98,EUR,Closed,buyer_7
TTK-83675788,12/1/2020,1-2020,company_b,65052.18,EUR,On hold,buyer_9
TTK-21551999,25/1/2020,1-2020,company_a,2377.34,EUR,On hold,buyer_5
TTK-15374100,13/8/2020,8-2020,company_b,81672.84,PLN,On hold,buyer_7
TTK-2388896,28/6/2020,6-2020,company_b,34226.18,CHF,On hold,buyer_1
TTK-79649590,19/3/2020,3-2020,company_c,12677.37,CHF,On hold,buyer_8
TTK-89193294,17/5/2020,5-2020,company_c,83076.16,USD,Open,buyer_9
TTK-98768971,15/1/2020,1-2020,company_a,40683.18,PLN,Closed,buyer_4
TTK-28396695,22/12/2019,12-2019,company_a,60574.44,PLN,In Progress,buyer_3
TTK-42365881,25/2/2020,2-2020,company_a,20703.55,CHF,Closed,buyer_8
TTK-33442165,29/1/2020,1-2020,company_b,5668.49,CHF,In Progress,buyer_9
TTK-14763843,11/1/2020,1-2020,company_a,29617.11,USD,Open,buyer_4
TTK-48729443,09/3/2020,3-2020,company_b,18869.5,PLN,Clarification,buyer_7
TTK-10474746,04/7/2020,7-2020,company_b,46268.88,USD,Open,buyer_2
TTK-54227509,02/3/2020,3-2020,company_c,91559.88,PLN,In Progress,buyer_1
TTK-53773136,10/6/2020,6-2020,company_a,77092.31,USD,In Progress,buyer_4
TTK-13730384,30/3/2020,3-2020,company_c,36264.17,EUR,Open,buyer_7
TTK-87527299,09/3/2020,3-2020,company_c,66951.23,EUR,On hold,buyer_4
TTK-7665050,11/6/2020,6-2020,company_a,40832.9,CHF,Open,buyer_5
TTK-36400283,23/4/2020,4-2020,company_c,70337.89,USD,Closed,buyer_3
TTK-95520627,27/3/2020,3-2020,company_b,56206.36,CHF,Closed,buyer_6
TTK-25187996,10/6/2020,6-2020,company_b,88248.65,CHF,In Progress,buyer_4
TTK-97548990,27/12/2019,12-2019,company_b,55355.45,PLN,On hold,buyer_4
TTK-6850124,18/2/2020,2-2020,company_b,75919.44,CHF,On hold,buyer_5
TTK-97462760,15/5/2020,5-2020,company_c,50964.94,USD,Open,buyer_1
TTK-10658932,03/6/2020,6-2020,company_a,12683.32,EUR,On hold,buyer_8
TTK-27635094,15/3/2020,3-2020,company_a,63669.46,CHF,On hold,buyer_7
TTK-91433164,21/7/2020,7-2020,company_a,74126.66,EUR,Open,buyer_7
TTK-1352970,12/7/2020,7-2020,company_c,23931.91,CHF,In Progress,buyer_9
TTK-76526580,30/6/2020,6-2020,company_b,62843.93,EUR,On hold,buyer_2
TTK-55900783,22/5/2020,5-2020,company_a,36122.33,USD,Closed,buyer_6
TTK-27721260,14/5/2020,5-2020,company_b,6524.62,USD,On hold,buyer_1
TTK-2551076,05/2/2020,2-2020,company_a,46216.31,PLN,Closed,buyer_6
TTK-83382399,06/4/2020,4-2020,company_c,84343.14,USD,In Progress,buyer_9
TTK-49299719,11/4/2020,4-2020,company_a,24391.35,PLN,Open,buyer_1
TTK-66840054,02/6/2020,6-2020,company_b,65029.15,PLN,Clarification,buyer_10
TTK-88424479,30/12/2019,12-2019,company_b,89807.82,USD,On hold,buyer_7
TTK-42998680,01/2/2020,2-2020,company_a,65644.61,CHF,Open,buyer_7
TTK-31831058,03/3/2020,3-2020,company_a,21748.54,PLN,Clarification,buyer_7
TTK-5763761,17/8/2020,8-2020,company_b,86041.94,EUR,Closed,buyer_2
TTK-89278490,12/8/2020,8-2020,company_b,47095.83,PLN,In Progress,buyer_10
TTK-15044653,12/8/2020,8-2020,company_b,18039.9,CHF,On hold,buyer_3
TTK-80470138,23/6/2020,6-2020,company_c,53914.98,PLN,Open,buyer_10
TTK-67965181,16/4/2020,4-2020,company_a,50928.84,EUR,Clarification,buyer_7
TTK-29104016,01/3/2020,3-2020,company_c,95907.12,CHF,Open,buyer_7
TTK-24560776,09/7/2020,7-2020,company_a,98202.13,EUR,In Progress,buyer_1
TTK-12151302,10/2/2020,2-2020,company_b,62758.32,CHF,On hold,buyer_10
TTK-95797147,25/5/2020,5-2020,company_b,55968.79,EUR,Clarification,buyer_2
TTK-58774813,02/5/2020,5-2020,company_c,16985.8,CHF,Clarification,buyer_3
TTK-2473,17/5/2020,5-2020,company_b,53665.51,CHF,Clarification,buyer_3
TTK-91612108,01/2/2020,2-2020,company_b,55079.88,CHF,In Progress,buyer_6
TTK-77979706,11/5/2020,5-2020,company_c,72342.4,USD,On hold,buyer_5
TTK-70792709,22/5/2020,5-2020,company_b,86204.42,CHF,Closed,buyer_4
TTK-82015641,17/2/2020,2-2020,company_a,67814.74,USD,On hold,buyer_5
TTK-27954988,19/2/2020,2-2020,company_c,11012.99,USD,In Progress,buyer_5
TTK-21225731,14/6/2020,6-2020,company_b,40890.57,CHF,Open,buyer_4
TTK-59940847,08/5/2020,5-2020,company_b,57221.42,PLN,Open,buyer_9
TTK-83282950,29/3/2020,3-2020,company_b,20340.34,CHF,Closed,buyer_6
TTK-93854847,23/7/2020,7-2020,company_b,47534.4,CHF,Closed,buyer_8
TTK-85381483,11/6/2020,6-2020,company_c,39695.62,PLN,On hold,buyer_6
TTK-76319272,13/3/2020,3-2020,company_b,99957.82,PLN,Clarification,buyer_3
TTK-29329781,13/5/2020,5-2020,company_c,65616.11,PLN,Open,buyer_1
TTK-8141179,16/12/2019,12-2019,company_c,47232.16,CHF,On hold,buyer_5
TTK-49242689,15/4/2020,4-2020,company_c,43289.15,PLN,On hold,buyer_5
TTK-15428010,15/5/2020,5-2020,company_c,51865.47,EUR,On hold,buyer_7
TTK-15561020,28/12/2019,12-2019,company_b,91762.3,CHF,Clarification,buyer_10
TTK-58846352,10/5/2020,5-2020,company_a,41967.7,PLN,Open,buyer_5
TTK-894479,30/12/2019,12-2019,company_b,56857.43,PLN,Closed,buyer_10
TTK-53159250,01/4/2020,4-2020,company_c,14293.81,PLN,Clarification,buyer_7
TTK-54041998,13/8/2020,8-2020,company_a,28743.56,PLN,On hold,buyer_3
TTK-11479298,29/7/2020,7-2020,company_c,63654.6,EUR,On hold,buyer_6
TTK-16499140,13/7/2020,7-2020,company_a,81042.31,USD,On hold,buyer_1
TTK-40098751,21/4/2020,4-2020,company_b,38000.63,EUR,In Progress,buyer_4
TTK-47708735,21/3/2020,3-2020,company_c,99363.2,CHF,Closed,buyer_1
TTK-78560761,12/12/2019,12-2019,company_c,18831.42,EUR,Clarification,buyer_1
TTK-87176422,27/3/2020,3-2020,company_c,16817.85,EUR,In Progress,buyer_6
TTK-31211568,02/5/2020,5-2020,company_c,99032.53,PLN,Open,buyer_7
TTK-23099933,24/6/2020,6-2020,company_a,78759.2,CHF,On hold,buyer_9
TTK-17600371,14/5/2020,5-2020,company_b,30521.58,PLN,In Progress,buyer_6
TTK-9215365,06/4/2020,4-2020,company_b,55951.89,USD,Closed,buyer_8
TTK-345514,29/2/2020,2-2020,company_b,27625.67,PLN,Open,buyer_10
TTK-53166061,18/6/2020,6-2020,company_c,77269.15,PLN,Clarification,buyer_2
TTK-62893906,02/6/2020,6-2020,company_b,3798.38,USD,Clarification,buyer_8
TTK-33604692,05/3/2020,3-2020,company_b,16858.29,CHF,In Progress,buyer_8
TTK-88422370,12/4/2020,4-2020,company_c,62967.14,USD,Closed,buyer_1
TTK-32610240,08/8/2020,8-2020,company_a,54334.36,PLN,Clarification,buyer_5
TTK-22688273,06/6/2020,6-2020,company_c,69349.6,CHF,Clarification,buyer_2
TTK-15161115,05/2/2020,2-2020,company_a,1724.19,PLN,Closed,buyer_4
TTK-39309070,26/6/2020,6-2020,company_a,55032.33,PLN,Clarification,buyer_9
TTK-2954640,15/5/2020,5-2020,company_a,70392.32,USD,Clarification,buyer_2
TTK-25881901,11/5/2020,5-2020,company_c,297.55,USD,Clarification,buyer_3
TTK-91138506,31/7/2020,7-2020,company_a,84923.71,PLN,On hold,buyer_9
TTK-84931046,13/4/2020,4-2020,company_a,73324.34,USD,On hold,buyer_7
TTK-59738510,19/7/2020,7-2020,company_a,46011.9,USD,In Progress,buyer_5
TTK-72442845,29/4/2020,4-2020,company_a,50843.2,EUR,Open,buyer_9
TTK-93365557,05/6/2020,6-2020,company_a,9100.46,PLN,Clarification,buyer_4
TTK-67190262,26/4/2020,4-2020,company_b,86838.69,EUR,Closed,buyer_6
TTK-41900411,04/2/2020,2-2020,company_a,99198.16,USD,Closed,buyer_8
TTK-35403695,22/4/2020,4-2020,company_b,31504.98,CHF,Clarification,buyer_1
TTK-7386755,25/12/2019,12-2019,company_a,35253.98,USD,On hold,buyer_6
TTK-26473135,26/3/2020,3-2020,company_b,7762.54,USD,Open,buyer_5
TTK-21589019,24/1/2020,1-2020,company_a,42821.4,USD,On hold,buyer_1
TTK-97493945,11/1/2020,1-2020,company_a,89650.22,USD,On hold,buyer_1
TTK-99605711,12/8/2020,8-2020,company_a,68700.63,EUR,Clarification,buyer_7
TTK-93972585,23/6/2020,6-2020,company_c,20873.19,CHF,In Progress,buyer_1
TTK-16353480,06/1/2020,1-2020,company_c,52557.52,EUR,Clarification,buyer_2
TTK-5881010,28/12/2019,12-2019,company_c,4926.74,EUR,Closed,buyer_10
TTK-13267544,25/3/2020,3-2020,company_a,33929.69,PLN,In Progress,buyer_4
TTK-79297945,06/1/2020,1-2020,company_b,43225.18,USD,Clarification,buyer_8
TTK-38392414,16/1/2020,1-2020,company_c,98351,CHF,On hold,buyer_4
TTK-94166120,03/7/2020,7-2020,company_a,70064.43,CHF,Closed,buyer_4
TTK-53632967,20/1/2020,1-2020,company_c,58213.93,PLN,Open,buyer_6
TTK-37423011,26/2/2020,2-2020,company_c,12660.45,PLN,Open,buyer_7
TTK-6425165,28/2/2020,2-2020,company_b,33540.42,USD,Clarification,buyer_8
TTK-37966097,07/12/2019,12-2019,company_c,45718.74,CHF,On hold,buyer_7
TTK-24602655,12/5/2020,5-2020,company_c,94597.33,CHF,Closed,buyer_1
TTK-72388864,11/3/2020,3-2020,company_b,24562.37,CHF,In Progress,buyer_4
TTK-41301245,20/6/2020,6-2020,company_a,47030.78,PLN,On hold,buyer_4
TTK-58867685,25/2/2020,2-2020,company_b,6840.4,EUR,Open,buyer_2
TTK-90747795,11/5/2020,5-2020,company_b,99325.4,EUR,Closed,buyer_5
TTK-50265432,01/8/2020,8-2020,company_b,38180.54,CHF,In Progress,buyer_5
TTK-68539420,20/5/2020,5-2020,company_c,94700.64,CHF,In Progress,buyer_9
TTK-85526470,19/3/2020,3-2020,company_c,58324.6,PLN,In Progress,buyer_2
TTK-57631139,25/3/2020,3-2020,company_c,99978.12,CHF,Clarification,buyer_7
TTK-70070526,25/3/2020,3-2020,company_c,45141.98,USD,In Progress,buyer_2
TTK-65265632,27/6/2020,6-2020,company_a,3993.79,CHF,In Progress,buyer_8
TTK-41234882,15/6/2020,6-2020,company_a,46098.8,USD,Open,buyer_1
TTK-67212316,07/4/2020,4-2020,company_b,44672.85,EUR,Open,buyer_1
TTK-4987142,16/5/2020,5-2020,company_c,54652.14,CHF,Clarification,buyer_8
TTK-13810789,21/5/2020,5-2020,company_c,79437.67,USD,In Progress,buyer_5
TTK-46401012,22/2/2020,2-2020,company_b,98012.99,CHF,Closed,buyer_10
TTK-47903922,30/5/2020,5-2020,company_c,6657.53,USD,Closed,buyer_6
TTK-1154612,07/5/2020,5-2020,company_a,464.83,CHF,Closed,buyer_10
TTK-37643978,04/8/2020,8-2020,company_a,40636.15,PLN,Clarification,buyer_2
TTK-7679298,14/8/2020,8-2020,company_c,46762.97,CHF,Open,buyer_8
TTK-64275926,26/6/2020,6-2020,company_a,16153.63,USD,On hold,buyer_6
TTK-93987462,11/8/2020,8-2020,company_b,20864.66,CHF,In Progress,buyer_6
TTK-85534031,17/8/2020,8-2020,company_c,25550.22,USD,Clarification,buyer_2
TTK-73345523,29/1/2020,1-2020,company_c,53231.88,PLN,On hold,buyer_1
TTK-65787985,02/8/2020,8-2020,company_b,46606.68,USD,Open,buyer_2
TTK-78594633,11/1/2020,1-2020,company_c,25774.8,USD,Clarification,buyer_3
TTK-5694512,18/1/2020,1-2020,company_a,55513.33,EUR,In Progress,buyer_1
TTK-59810653,25/7/2020,7-2020,company_b,22280.94,CHF,Open,buyer_7
TTK-12486285,03/2/2020,2-2020,company_a,58425.1,EUR,On hold,buyer_5
TTK-81266561,30/5/2020,5-2020,company_b,41422.54,EUR,In Progress,buyer_1
TTK-49310732,17/3/2020,3-2020,company_a,50798.68,USD,Open,buyer_6
TTK-99793658,24/7/2020,7-2020,company_a,64361.39,PLN,On hold,buyer_3
TTK-48132065,19/12/2019,12-2019,company_c,90489.6,USD,Closed,buyer_5
TTK-88438790,25/3/2020,3-2020,company_b,82769.33,EUR,On hold,buyer_5
TTK-70944152,06/3/2020,3-2020,company_a,79346.44,USD,Closed,buyer_1
TTK-77349727,07/12/2019,12-2019,company_b,43267.71,EUR,In Progress,buyer_10
TTK-67566507,07/4/2020,4-2020,company_a,61549.27,CHF,Clarification,buyer_4
TTK-84871588,17/6/2020,6-2020,company_a,80838.6,USD,Closed,buyer_8
TTK-72425188,16/6/2020,6-2020,company_b,65896.7,USD,In Progress,buyer_2
TTK-64450733,25/4/2020,4-2020,company_b,92672.75,CHF,In Progress,buyer_5
TTK-95413301,29/3/2020,3-2020,company_b,66964.68,CHF,On hold,buyer_10
TTK-2951484,20/3/2020,3-2020,company_c,64065.83,CHF,Closed,buyer_10
TTK-145099,15/2/2020,2-2020,company_b,74787.56,USD,Closed,buyer_4
TTK-99862043,13/3/2020,3-2020,company_c,68908.85,USD,Closed,buyer_5
TTK-7337442,26/7/2020,7-2020,company_a,98448.9,PLN,Clarification,buyer_8
TTK-34982631,29/2/2020,2-2020,company_c,42510.2,CHF,Open,buyer_7
TTK-77792400,28/6/2020,6-2020,company_b,81676.35,PLN,Clarification,buyer_9
TTK-23260289,14/7/2020,7-2020,company_b,69130.42,CHF,Clarification,buyer_6
TTK-43726874,17/7/2020,7-2020,company_c,20241.21,EUR,Closed,buyer_1
TTK-20538857,17/3/2020,3-2020,company_a,17889.17,EUR,Closed,buyer_10
TTK-88208260,15/2/2020,2-2020,company_b,49525.39,USD,Closed,buyer_2
TTK-39759425,01/1/2020,1-2020,company_a,48415.76,PLN,Closed,buyer_4
TTK-32629213,26/12/2019,12-2019,company_a,53384.45,USD,In Progress,buyer_7
TTK-88691872,29/1/2020,1-2020,company_b,79880.17,CHF,Clarification,buyer_4
TTK-65665818,10/6/2020,6-2020,company_a,61369.27,USD,In Progress,buyer_9
TTK-77035918,24/2/2020,2-2020,company_b,19072.52,PLN,In Progress,buyer_7
TTK-58539665,19/6/2020,6-2020,company_c,9296.96,CHF,In Progress,buyer_1
TTK-88159807,29/1/2020,1-2020,company_b,56918.73,EUR,On hold,buyer_7
TTK-46430259,11/2/2020,2-2020,company_c,1461.85,PLN,Closed,buyer_3
TTK-41199578,17/4/2020,4-2020,company_c,26468.73,PLN,Open,buyer_5
TTK-74892563,07/7/2020,7-2020,company_a,74806.74,USD,In Progress,buyer_2
TTK-65681119,16/12/2019,12-2019,company_a,53491.1,USD,In Progress,buyer_4
TTK-631625,17/2/2020,2-2020,company_a,12458.35,PLN,In Progress,buyer_5
TTK-34158294,24/12/2019,12-2019,company_c,2596.62,CHF,Closed,buyer_2
TTK-23021346,23/5/2020,5-2020,company_b,31902.17,PLN,Clarification,buyer_6
TTK-2996609,06/4/2020,4-2020,company_a,36384.34,CHF,On hold,buyer_10
TTK-84647814,29/6/2020,6-2020,company_a,14634.24,EUR,Open,buyer_10
TTK-7116790,19/4/2020,4-2020,company_b,31414.61,EUR,Open,buyer_1
TTK-33998995,08/4/2020,4-2020,company_a,4874.89,CHF,Clarification,buyer_1
TTK-7167458,09/1/2020,1-2020,company_b,9399.93,USD,In Progress,buyer_6
TTK-61949814,20/5/2020,5-2020,company_c,49897.37,PLN,Open,buyer_7
TTK-21887179,06/4/2020,4-2020,company_b,70468.37,PLN,Closed,buyer_6
TTK-79423445,28/12/2019,12-2019,company_a,64042.85,USD,Clarification,buyer_3
TTK-21647953,16/2/2020,2-2020,company_c,3723.81,USD,Closed,buyer_9
TTK-54957052,15/3/2020,3-2020,company_a,66241.6,PLN,In Progress,buyer_8
TTK-48309782,26/12/2019,12-2019,company_a,8239.94,PLN,On hold,buyer_5
TTK-18981703,28/5/2020,5-2020,company_c,45397.4,USD,Closed,buyer_5
TTK-91019003,23/2/2020,2-2020,company_c,8711.37,USD,Closed,buyer_1
TTK-59353947,24/6/2020,6-2020,company_c,71291.45,CHF,On hold,buyer_7
TTK-42460359,15/8/2020,8-2020,company_a,58307.22,PLN,Open,buyer_8
TTK-43301844,22/5/2020,5-2020,company_c,18173.26,EUR,Open,buyer_6
TTK-67617725,14/1/2020,1-2020,company_a,61682.59,EUR,On hold,buyer_1
TTK-31085784,06/8/2020,8-2020,company_a,25895.66,EUR,Open,buyer_10
TTK-2072816,13/12/2019,12-2019,company_c,70131.9,USD,On hold,buyer_7
TTK-15748479,27/3/2020,3-2020,company_a,27353.34,EUR,Clarification,buyer_9
TTK-93831897,28/6/2020,6-2020,company_a,47556.5,USD,Open,buyer_9
TTK-88743787,11/2/2020,2-2020,company_b,48368.91,PLN,On hold,buyer_8
TTK-90750466,27/4/2020,4-2020,company_a,12771.67,PLN,In Progress,buyer_6
TTK-86310907,13/12/2019,12-2019,company_c,45149.48,CHF,Closed,buyer_3
TTK-30628509,02/1/2020,1-2020,company_c,78536.57,EUR,On hold,buyer_6
TTK-5721699,20/2/2020,2-2020,company_c,24970.66,PLN,Open,buyer_6
TTK-58163268,14/5/2020,5-2020,company_c,92719.27,EUR,Closed,buyer_9
TTK-28143751,22/3/2020,3-2020,company_b,79216.65,USD,Clarification,buyer_10
TTK-22639084,07/6/2020,6-2020,company_a,78234.53,PLN,On hold,buyer_3
TTK-6241903,18/5/2020,5-2020,company_c,46987.8,USD,Closed,buyer_4
TTK-53141025,27/4/2020,4-2020,company_b,56581.33,EUR,In Progress,buyer_3
TTK-39072389,05/3/2020,3-2020,company_c,17304.7,PLN,Clarification,buyer_10
TTK-71791752,03/4/2020,4-2020,company_b,73904.65,PLN,Open,buyer_3
TTK-30269845,17/12/2019,12-2019,company_c,58884.13,CHF,Clarification,buyer_9
TTK-76094518,12/6/2020,6-2020,company_b,95768.77,PLN,In Progress,buyer_1
TTK-79591670,20/3/2020,3-2020,company_a,29855.83,CHF,Clarification,buyer_3
TTK-90103809,24/12/2019,12-2019,company_c,37333.95,CHF,On hold,buyer_6
TTK-77408648,10/4/2020,4-2020,company_b,53234.13,USD,Open,buyer_1
TTK-57422749,26/4/2020,4-2020,company_b,90476.11,USD,On hold,buyer_6
TTK-68162130,18/6/2020,6-2020,company_b,23447.62,EUR,On hold,buyer_5
TTK-21232514,10/2/2020,2-2020,company_c,1926.41,PLN,In Progress,buyer_7
TTK-11769608,27/3/2020,3-2020,company_b,70370.59,USD,Open,buyer_9
TTK-69349151,09/7/2020,7-2020,company_b,9566.73,CHF,Clarification,buyer_5
TTK-85598050,20/5/2020,5-2020,company_c,66530.98,CHF,Clarification,buyer_10
TTK-13943845,27/3/2020,3-2020,company_b,13196.67,USD,Closed,buyer_3
TTK-18543845,20/6/2020,6-2020,company_c,52397.3,USD,Clarification,buyer_6
TTK-23124278,02/1/2020,1-2020,company_b,52337.52,CHF,On hold,buyer_10
TTK-35093579,12/6/2020,6-2020,company_c,47215.24,PLN,On hold,buyer_4
TTK-66874708,07/7/2020,7-2020,company_b,15119.21,USD,Open,buyer_1
TTK-36480975,02/8/2020,8-2020,company_c,89791.86,USD,Open,buyer_6
TTK-12596334,27/4/2020,4-2020,company_a,67778.53,EUR,In Progress,buyer_1
TTK-36752296,19/3/2020,3-2020,company_a,70316.63,USD,Closed,buyer_7
TTK-54406601,30/12/2019,12-2019,company_a,33389.55,USD,In Progress,buyer_7
TTK-51947282,13/2/2020,2-2020,company_a,90116.86,CHF,Clarification,buyer_9
TTK-4807088,10/5/2020,5-2020,company_c,14236.17,PLN,On hold,buyer_1
TTK-31221647,31/12/2019,12-2019,company_c,1285.66,CHF,In Progress,buyer_5
TTK-71125726,07/8/2020,8-2020,company_c,58085.53,CHF,Open,buyer_9
TTK-86712824,02/4/2020,4-2020,company_c,40820.31,EUR,Closed,buyer_3
TTK-22298049,02/2/2020,2-2020,company_a,80200.19,PLN,Closed,buyer_4
TTK-38930186,22/5/2020,5-2020,company_b,79146.59,USD,Closed,buyer_3
TTK-80509277,05/3/2020,3-2020,company_c,14755.42,EUR,Closed,buyer_3
TTK-41976135,01/6/2020,6-2020,company_b,90821.61,CHF,Closed,buyer_7
TTK-7220769,15/6/2020,6-2020,company_b,60794.65,EUR,In Progress,buyer_5
TTK-90204396,05/1/2020,1-2020,company_a,97642.9,CHF,Clarification,buyer_1
TTK-13923256,09/4/2020,4-2020,company_b,23654.9,USD,Open,buyer_2
TTK-9082726,25/5/2020,5-2020,company_a,49106.56,USD,Clarification,buyer_4
TTK-92797567,04/6/2020,6-2020,company_a,37319.65,USD,On hold,buyer_10
TTK-95683225,28/12/2019,12-2019,company_a,520.27,EUR,In Progress,buyer_7
TTK-77752103,14/12/2019,12-2019,company_c,2267.31,USD,In Progress,buyer_4
TTK-59277460,01/1/2020,1-2020,company_a,6721.44,CHF,On hold,buyer_5
TTK-46149387,11/2/2020,2-2020,company_a,69153.86,CHF,Open,buyer_3
TTK-44037340,22/2/2020,2-2020,company_c,54449.5,EUR,On hold,buyer_3
TTK-98676114,27/4/2020,4-2020,company_a,16982.52,EUR,On hold,buyer_10
TTK-81347049,26/3/2020,3-2020,company_c,27255.6,PLN,Clarification,buyer_6
TTK-48457444,08/4/2020,4-2020,company_a,65736.54,CHF,In Progress,buyer_4
TTK-27209990,12/3/2020,3-2020,company_a,17629.39,EUR,In Progress,buyer_10
TTK-99264188,24/6/2020,6-2020,company_b,36968.24,PLN,Open,buyer_10
TTK-22278209,04/7/2020,7-2020,company_c,62770.4,CHF,Closed,buyer_7
TTK-1268971,23/7/2020,7-2020,company_b,72837.77,CHF,Clarification,buyer_6
TTK-51897905,27/1/2020,1-2020,company_a,9604.59,USD,On hold,buyer_9
TTK-14115700,27/12/2019,12-2019,company_b,42602.39,CHF,Open,buyer_7
TTK-80491936,08/2/2020,2-2020,company_c,85603.11,CHF,On hold,buyer_8
TTK-97285926,17/5/2020,5-2020,company_c,30453.55,EUR,In Progress,buyer_4
TTK-81211950,18/12/2019,12-2019,company_a,42537.61,CHF,On hold,buyer_6
TTK-96832549,17/4/2020,4-2020,company_c,43281.93,EUR,Closed,buyer_1
TTK-56863620,22/4/2020,4-2020,company_b,96208.45,EUR,Clarification,buyer_8
TTK-58401954,08/6/2020,6-2020,company_b,95030.81,USD,In Progress,buyer_10
TTK-78783802,24/3/2020,3-2020,company_a,38158.12,PLN,Open,buyer_2
TTK-31170836,26/3/2020,3-2020,company_c,12191.62,USD,On hold,buyer_7
TTK-76764289,04/8/2020,8-2020,company_a,39195.5,CHF,In Progress,buyer_8
TTK-79934950,01/2/2020,2-2020,company_c,72119.54,PLN,On hold,buyer_7
TTK-70092677,25/4/2020,4-2020,company_c,66322.12,CHF,Clarification,buyer_8
TTK-67919243,29/3/2020,3-2020,company_a,93249.82,CHF,Closed,buyer_8
TTK-73129873,02/5/2020,5-2020,company_c,54440.58,CHF,In Progress,buyer_3
TTK-14872332,06/5/2020,5-2020,company_b,84882.71,PLN,On hold,buyer_3
TTK-3082290,06/7/2020,7-2020,company_a,47354.4,USD,Closed,buyer_3
TTK-96100181,21/5/2020,5-2020,company_a,70446.49,USD,On hold,buyer_5
TTK-74870406,24/5/2020,5-2020,company_a,80080.34,EUR,Clarification,buyer_6
TTK-96348663,27/12/2019,12-2019,company_b,77630.17,CHF,In Progress,buyer_1
TTK-75198783,15/7/2020,7-2020,company_c,88952.71,PLN,Open,buyer_5
TTK-29751046,10/3/2020,3-2020,company_a,73698.56,USD,Closed,buyer_8
TTK-30259403,17/4/2020,4-2020,company_b,39119.1,CHF,In Progress,buyer_10
TTK-76706524,21/12/2019,12-2019,company_b,72957.8,CHF,Clarification,buyer_4
TTK-67879510,26/6/2020,6-2020,company_b,79905.28,USD,On hold,buyer_5
TTK-23192111,04/2/2020,2-2020,company_a,66222.8,USD,On hold,buyer_9
